ekf_x,ekf_y
14.23,45.57
14.25499999815354,45.56999039151222
14.291038777005715,45.56934622050117
14.319782216064946,45.56929500226025
14.31728220457974,45.569134400142474
14.31676555178792,45.58932864147225
14.356348083056186,45.61848555632396
14.40476604765604,45.630853889732265
14.453772214413366,45.640772999918894
14.478209830138951,45.646045849020524
14.52698834489649,45.65702959938504
14.575874232057199,45.66752539250396
14.622475043128293,45.677254208848055
14.66106599686631,45.684315409634685
14.67753586188384,45.6866123644951
14.686263385487628,45.68756765921178
14.689641137858615,45.687551166385454
14.680152721248081,45.702329762120705
14.679734485408279,45.70500335456883
14.692488226337428,45.70185531286543
14.720895469085036,45.69631587251835
14.74938691271166,45.69171324600327
14.78849928566423,45.68612551141025
14.809893875653671,45.68373537835684
14.853656132086606,45.68105872731435
14.851701567596923,45.68016126306526
14.865251147823262,45.72297660911986
14.900131512618673,45.73995070931629
14.915073808543426,45.74450857066188
14.923968171098192,45.74710420659058
14.91146716215216,45.74255774611791
14.876251444087663,45.72751005576302
14.831738295629584,45.70475708603321
14.810124303252346,45.692193832731746
14.76837936807492,45.66468524151959
14.728573460625668,45.63443883389781
14.690910199353905,45.6015617942341
14.655851137171013,45.56592607348183
14.639340439793877,45.54715383674455
14.608358831917457,45.507918644892115
14.580030752598983,45.466724638813076
14.554742909192955,45.423598130297684
14.543288836955524,45.401376424036016
14.522981806309703,45.3556971579284
14.506127348736232,45.30863056014056
14.492556442879101,45.26051401379131
14.487044756509487,45.23612915551075
14.478761433055855,45.18683306362567
14.473897256348279,45.13707695571557
14.471201556172772,45.08715145399171
14.468861961597119,45.037206228549984
14.467512780634564,45.012242660881675
14.46456281909339,44.962329855943416
14.461534564617425,44.912421853054546
14.457937300545492,44.86255158034473
14.454041529918696,44.81270360814891
14.4522164960408,44.78777031211038
14.448635912540512,44.73789887004294
14.444380244535353,44.688080422267916
14.440165442520787,44.63825838775344
14.435622370469481,44.58846526001723
14.433339267365879,44.56356972949028
14.428920106759762,44.51376568107891
14.424625267705576,44.4639504816236
14.420483642328666,44.41412232876794
14.418437109188883,44.38920623553268
14.414592152907156,44.33935455343256
14.411463085682314,44.28945294991311
14.409186612791778,44.239505362188275
14.40810323957336,44.189517957502076
14.407993511995167,44.16451819830607
14.40846159297258,44.114520774079764
14.409393653831618,44.06452955705984
14.410524615943135,44.01454235958549
14.411857089792353,43.9645601365649
14.412645344792608,43.93957256657391
14.414497271726908,43.88960706387981
14.416972066822964,43.83966864683594
14.420274103273357,43.789778371784536
14.422344433925192,43.76486424464767
14.42747466163755,43.71512993768363
14.434068497191273,43.66556791769654
14.441548715175173,43.6161308854375
14.445345029280764,43.59142080653815
14.45274408374221,43.54197157902834
14.45969708676573,43.49245744612075
14.466344767113814,43.44290145096858
14.472271085629517,43.39325443225126
14.47668950651395,43.34345208676592
14.478145134002359,43.31849449977088
14.4797345206178,43.26852044785232
14.48097229346204,43.21853578872437
14.482371613309521,43.168555408539575
14.483114714885655,43.1435664549791
14.484604451314794,43.093588655370766
14.48617830661576,43.043613511098876
14.488199949635666,42.99365457177005
14.490843308925147,42.943724783683145
14.492330386497642,42.91876905086895
14.495418579965994,42.86886453699397
14.496802499196054,42.84390287103264
14.499315153613466,42.79396615668311
14.501453793565652,42.74401199387726
14.502401782238348,42.71902997399342
14.503870890097254,42.66905185330458
14.504443929451792,42.6190559969407
14.503779410663094,42.56906129977066
14.50309997047342,42.544070534255596
14.501487305586288,42.494096600192535
14.500344364303029,42.444109753334615
14.499404923611413,42.394118607424694
14.498946195714282,42.34412103330132
14.499232151597798,42.31912266877016
14.501109395656256,42.26916018688719
14.504237279548496,42.219258864823985
14.507617036612,42.169373225934905
14.510741005681988,42.11947095142568
14.512268281357546,42.09451764645398
14.51527894651381,42.044608369994734
14.518484356711651,41.99471122754078
14.521883237726112,41.94482691567947
14.523684420737965,41.91989188530536
14.527514188643863,41.87003907197001
14.531892025786993,41.82023133730004
14.536754204879221,41.770469206682726
14.54277291800711,41.72083376085193
14.546208309853576,41.69607092412305
14.553616212712534,41.64662279391465
14.562263973581464,41.59737700690496
14.572052438292285,41.54834611417152
14.584408545884559,41.49990160900724
14.591700858610562,41.475988805426184
14.607796105996051,41.42865044019221
14.62393975286259,41.38132837693118
14.639829160340739,41.33392037619653
14.655012695746946,41.28628244753637
14.655012695746946,41.28628244753637
14.661899198217212,41.26224963488934
14.671307928225827,41.21315866148956
14.676275427862063,41.16341405672117
14.677286949470744,41.13843452862244
14.676237567472043,41.088457863491655
14.67157303689823,41.03868378707523
14.663936055979187,40.98927412793165
14.654904929635885,40.94009704532844
14.650457204192074,40.9154958718122
14.641838698431696,40.86624428730632
14.633779632925718,40.816898856612376
14.627652561829517,40.7672791988748
14.625760044750589,40.742350934211856
14.624477884060799,40.6923717750102
14.62460510489483,40.64237254090229
14.62467984431646,40.592372643707975
14.624512235849707,40.542372936822424
14.624388450534775,40.51737324328039
14.62382914557503,40.46737644718152
14.622722514245797,40.41738907232237
14.620674267835053,40.367431734015526
14.617825399252107,40.317513152315996
14.616299097398963,40.292559787760226
14.613221687650697,40.24265460388246
14.610353270625101,40.192736956512086
14.607665113118575,40.142809283438936
14.60634726774599,40.11784404193051
14.604037137329717,40.06789776768234
14.60240779314482,40.017924656172
14.601559499595545,39.967932257026376
14.601341162325841,39.9179328498406
14.601379158473343,39.89293287871476
14.601748304580504,39.84293432671966
14.60248356005237,39.79293980650944
14.603549712110826,39.7429512126313
14.605116785760135,39.69297598285564
14.606164452662215,39.66799794462078
14.608941507001887,39.61807602365242
14.612769080356166,39.568223104038566
14.617261093160772,39.51842553378263
14.622015753443591,39.46865212305498
14.62435864269601,39.4437621477647
14.628856918256503,39.39396498014146
14.633055557902562,39.34414162738113
14.636912690861699,39.294290700965945
14.63868031866198,39.26935326942299
14.641722306198009,39.21944629210866
14.643666951305695,39.16948539742555
14.643958593354647,39.11948752206389
14.642864804773481,39.0695002706061
14.642020248721115,39.04451454017702
14.640062698034782,38.99455287865505
14.638250449615537,38.94458574046796
14.636595309913549,38.89461316420735
14.635823129501343,38.869625092304716
14.634337333292597,38.81964718024996
14.632951871558092,38.76966641554422
14.631831828009748,38.719679022374564
14.630974853077479,38.66968639973354
14.6306124033006,38.64468902726844
14.63001799820101,38.59469259555027
14.629625821598982,38.544694140537516
14.629416714980044,38.49469460049346
14.629597766863904,38.444695023452375
14.629917685166124,38.419697070490585
14.631248847394474,38.36971558037598
14.634083346542859,38.31979766523214
14.63638370569314,38.29490372324257
14.64813653320293,38.22086669807416
14.65375935059145,38.196507225078726
14.667516527680622,38.14844545330713
14.684619897054354,38.101469504106156
14.705011550314232,38.055823135556494
14.716439650645249,38.03358806139822
14.741525571142143,37.990347797375506
14.769636417888327,37.94900778921477
14.800727368556053,37.90986007372111
14.817311009644502,37.89115224519267
14.852361431963104,37.85551298285125
14.889772729590467,37.82235583409526
14.92958865129964,37.7921265836725
14.971426433535495,37.76475947582891
14.99304314081971,37.75220089445247
15.037564088537533,37.7294727801865
15.083697619735357,37.71021157143383
15.13104806727063,37.69417475877604
15.179376827040008,37.681376460953
15.203860534967843,37.676321953449346
15.253343970623401,37.669298153679684
15.303233164232765,37.6661123971962
15.353201702631655,37.664380477426626
15.37819681821302,37.66487464043021
15.428087670576197,37.668060917050305
15.47765542243226,37.674563792885124
15.52672589633136,37.68413130535371
15.575291642059302,37.696012397390106
15.599491067624875,37.7022883676176
15.647898507564285,37.71480589240993
15.696403864563347,37.7269396092301
15.7450399418639,37.738536614135185
15.79395619523672,37.74887983781073
15.818573240357367,37.753238861729926
15.868043056178678,37.760483670145646
15.917679476571283,37.76649809123495
15.967362653665543,37.7721177783257
16.017042476676547,37.777767116524515
16.041884877348362,37.78056981680478
16.091569145417406,37.78617993868171
16.1412708875556,37.791632757432666
16.190999148325048,37.79683844088977
16.21587091019352,37.79936736587048
16.265627968312202,37.80429001093694
16.315400704354985,37.80905168912456
16.365186706399207,37.81367260458818
16.41498950960863,37.81810868570574
16.439897827498882,37.82024777426824
16.489724465885345,37.824407802810086
16.53955915356419,37.82847009336591
16.589410324679804,37.83232441576544
16.639287558778392,37.83582523355733
16.664236323236548,37.837424968538954
16.714157025806493,37.840236025902456
16.764105778650322,37.84249589197657
16.81407536952451,37.84423479740826
16.864061394266628,37.84540862391925
16.889057272029774,37.845862600625495
16.93905114374679,37.84664536654614
16.98904514265222,37.84741999494568
17.039039546026885,37.84816768183934
17.06403671140875,37.84854414282232
17.114030864938833,37.84930874057001
17.164024390643565,37.8501133195058
17.214017650909504,37.850934174736516
17.264005854349072,37.85201662976733
17.28899471778339,37.852762755937036
17.338952666976073,37.85480591650014
17.388882585468206,37.857449267411546
17.43879082862935,37.860475623775415
17.46373951646848,37.86207655322597
17.513641707500614,37.86520096000687
17.56355683359434,37.868112579286
17.61347770118887,37.870924513560844
17.66340567347433,37.873607056126204
17.688374649555485,37.874852139841764
17.738321884709045,37.877147244137944
17.788286007294126,37.87903714286652
17.838267573038195,37.88038561316305
17.888264388623803,37.88090457717686
17.888264388623803,37.88090457717686
17.93826241082509,37.880548495660655
17.988257770930844,37.87986773473394
18.038253371670933,37.87920488070352
18.088250337347244,37.87865442799098
18.11324923989372,37.87842018138625
18.163247664357677,37.87802327824045
18.21324744552038,37.87791967727319
18.263236868549505,37.87886953609443
18.28820150861265,37.880198726268006
18.337930682924878,37.885324050697534
18.38725687747953,37.89348238975869
18.436326032115154,37.903082980434405
18.485463685924902,37.91232816120453
18.51005636792327,37.91682260133954
18.559272810775575,37.92563960812056
18.608569992921204,37.93399094264038
18.65809060715338,37.94088450109312
18.707840598828263,37.945855299761085
18.732771877381694,37.94770769002534
18.7826913389107,37.95053609953646
18.832635850708577,37.95289019365117
18.882579421370245,37.955264906234376
18.90754697713146,37.956538153779334
18.957472694834664,37.95925908781233
19.007349847220716,37.96275623959771
19.057065543598547,37.968047503152945
19.106352864138167,37.9764221812722
19.130745809430415,37.98189796614466
19.178846954624802,37.99549958510538
19.22584393577789,38.012531085452096
19.27154308428568,38.03280899023869
19.315986697258943,38.05570508879514
19.337665405925044,38.06815633734982
19.379631223442615,38.09532379745238
19.419589208797603,38.1253656923669
19.457674149622026,38.15775715854954
19.476199075915723,38.17454486553451
19.512481801993864,38.20894615991966
19.54798060535539,38.244156770895046
19.577646088868818,38.274666657586636
19.591493634253453,38.28941622089734
19.593290162896597,38.2914000785328
19.57377344201325,38.26923588305159
19.54671292917677,38.23781958708766
19.5143557122571,38.19970134754135
19.48244338424435,38.16121016992389
19.48244338424435,38.16121016992389
19.45149658506978,38.121941286059105
19.42208075432822,38.08151226241503
19.42208075432822,38.08151226241503
19.394355065520433,38.039909349392204
19.36876125972075,37.996961126011776
19.35667290271512,37.97507799038398
19.334565325482878,37.930234603683154
19.32435549795701,37.90741444982977
19.314675058215368,37.88436474079889
19.29826940845261,37.837139848817
19.29092068135833,37.81324432182775
19.277307851361,37.76513461844418
19.27078562675222,37.7410003982133
19.26432082845306,37.716850731901914
19.251584828474194,37.66850008067908
19.239338486969004,37.620023089858606
19.23341388184342,37.59573525228286
19.222113244888032,37.547029717462955
19.21700561290751,37.522557036867
19.208476256108575,37.47329594960413
19.203065308644867,37.423595700806516
19.20146051189346,37.398647261428735
19.200565122214783,37.37366330102765
19.199612337807373,37.32367238436677
19.199037810340528,37.29867898687484
19.19763946691236,37.24869876462198
19.196683814417874,37.223717036733184
19.19538434915583,37.198750831774625
19.191426575319912,37.148909616428774
19.186928973406197,37.09911231907529
19.182718349286652,37.04928999115762
19.180716339123542,37.0243702809806
19.177239653898543,36.97449198389474
19.175609366509534,36.9245228480539
19.176817014776308,36.87454180434179
19.181009861421106,36.82472312823918
19.18375460625632,36.79987425752461
19.18959492121209,36.75021659443168
19.194898232961634,36.700498737028454
19.19971230475045,36.650731303351066
19.20237906672103,36.60080714275912
19.20237906672103,36.60080714275912
19.2013559149391,36.5508328115996
19.198292314760863,36.500927068471185
19.198292314760863,36.500927068471185
19.196854447244768,36.475968451982965
19.194734644616346,36.42601443208329
19.194177119518255,36.401020649541124
19.19521606161861,36.351033745403114
19.196275810608185,36.32605621686086
19.197559758331117,36.30108920906568
19.20008469405282,36.251153035240385
19.201251137247212,36.22618026186068
19.203415023477053,36.17622714763043
19.205344928353014,36.126264520812235
19.205344928353014,36.126264520812235
19.206571207918408,36.07628059138067
19.20699603072211,36.026282627725735
19.207076795019944,36.00128275818351
19.207104935979654,35.97628277402178
19.207209903150073,35.926282892169894
19.207202003212295,35.90128289341807
